time,C.N,EMC.N,HPQ.N,MDT.N,MO.N,NKE.N,PG.N,RTN.N,SO.N,TWX.N,WFC.N
2008-02-01 09:30:00,-0.20832763125712142,-0.022199477368998927,-0.15960039799134987,0.43989407742627123,0.28248513899563815,0.15037872767371738,0.1814702806264371,0.15544473344450047,0.11015014132428383,0.12599019092816877,-0.055685783801546
2008-02-01 09:35:00,-0.18092550820609027,0.010783681264953823,-0.05114828084465096,0.3043349566753996,0.20450054838294981,0.08587971397685304,0.295428832277999,0.20295084336677316,0.20505572029873909,-0.05761103987645546,-0.019249467316470443
2008-02-01 09:40:00,-0.16620537763751292,0.028482529896784986,-0.011481446173388974,0.1723780597123612,0.2316015223062592,0.0885882389384035,0.31320633431948036,0.21744790940970082,0.19506993662698072,-0.06149231617345074,-0.007595391225617873
2008-02-01 09:45:00,-0.1456827177537889,0.050503777748037805,-0.02117013886010266,0.15725949378661233,0.2107335752848561,0.07946701737293389,0.31549096377721836,0.22702908888001802,0.18575766243239072,-0.0544940302211282,-0.00489469244704708
2008-02-01 09:50:00,-0.13449541715666444,0.036166183493662615,-0.011706859251328769,0.16769021552386787,0.22135779742533193,0.08605132407228024,0.27289650886142847,0.23535195228153855,0.19672429163637659,-0.05984577996974911,-0.010190216916744056
2008-02-01 09:55:00,-0.11112912396015034,0.054028421054928284,0.006175509740323403,0.15314978786498312,0.20918850763642183,0.0773015058043093,0.257328986761156,0.20324474218214034,0.20383082244371492,-0.05312573098303299,6.5714552059684065e-06
2008-02-01 10:00:00,-0.10949638235678864,0.05128454468291599,0.012422645824757115,0.1669294491887757,0.21456933674075537,0.08733952724970354,0.2257893723246524,0.2034497859985358,0.20328768236172645,-0.04977930055111012,-0.005796661463924081
2008-02-01 10:05:00,-0.11219519976551637,0.068269554410951,0.0015699065745686984,0.15012592293469723,0.20208964077039596,0.0834921082916733,0.22907559953324916,0.22366834128206958,0.20784981737393465,-0.052111667977919225,-0.0018340234281039296
2008-02-01 10:10:00,-0.12507926314630638,0.053638416307299645,0.0024029407552669793,0.1419815320207238,0.2161557278862548,0.07651392786702962,0.26538580874994294,0.23420277558106373,0.19514459435949366,-0.05590168950922148,-0.004444770871547325
2008-02-01 10:15:00,-0.07591822723645827,0.06327926086577394,0.003960122131423947,0.1844145809563838,0.2230341727353467,0.0916524076149803,0.12466580063816027,0.2382261678288933,0.21254552577001415,-0.05428223751806656,-0.011577573786451367
2008-02-01 10:20:00,-0.0718592001877355,0.06265481780064364,0.00768193945382793,0.17773773059788664,0.21710269374787905,0.08377575277794505,0.12136605533758936,0.239138862910606,0.21837582667330363,-0.05218314113458638,-0.0037913379773596738
2008-02-01 10:25:00,-0.015029561743196534,0.0916739254030452,0.037175501370777915,0.1456640194017652,0.14299891014973218,0.03606845461657668,0.10060280175960229,0.3746525504986045,0.12779416584050007,-0.03936098789294401,-0.0022397794044634618
2008-02-01 10:30:00,-0.01978682622576268,0.11514716321406948,0.04743489555768769,0.1454114274480772,0.13988594846963065,0.056899828613417705,0.09509391220120632,0.3269854524069276,0.15214300470846528,-0.04519234436404151,-0.014022462029677944
2008-02-01 10:35:00,-0.03856652056620771,0.06217684529548723,0.011576282187641404,0.14519288394788882,0.20868039899079469,0.13115825476568527,0.05232378829649028,0.32996601964589733,0.16107743715554645,-0.027602934451676556,-0.0359824552675471
2008-02-01 10:40:00,-0.02414276154237964,0.05140606971360409,0.026496846826441312,0.35888501884369195,0.15666356623612368,0.04774308858946714,0.010358892417634682,0.2510674559078859,0.15734766418053994,-0.012337376148987935,-0.02348846502402167
2008-02-01 10:45:00,-0.029593683412506358,0.037112069430340636,0.03227066822757418,0.40853814113772985,0.1817967648818999,0.05653961979406367,0.002231639880442049,0.20676998535611862,0.14919859818919545,-0.013552528305459399,-0.031311275179398225
2008-02-01 10:50:00,-0.03547030984510563,0.06586500844477958,0.030649335103390653,0.36663885038694705,0.20601100192743327,0.06913990309409186,0.008811394097507766,0.1952422003252802,0.15523176413977552,-0.019142751875798107,-0.0429763957983025
2008-02-01 10:55:00,-0.04027864266882641,0.028119774503476375,0.014038985009577619,0.40530643232264457,0.2500322095190607,0.058859974536238015,0.028803033688310335,0.19453496100010417,0.12741783004290372,-0.02420031336410358,-0.042634244589385355
2008-02-01 11:00:00,-0.04059282945782091,0.026108228314700787,0.02038217204673631,0.39705652089264915,0.24749991543450398,0.04533375070738828,0.03527787003079183,0.1949157937228565,0.14234763054418845,-0.023768247987822014,-0.04456080424817228
2008-02-01 11:05:00,-0.03269689471547353,0.0032375717014534104,0.01630481739836225,0.37446278420174806,0.28219874229291253,0.04011240385851224,0.036589643994114095,0.15561075124004867,0.16359321370294685,0.0030305724044686743,-0.04244360607909309
2008-02-01 11:10:00,-0.037471785781476766,-0.0021080865290307267,0.028409526901765077,0.3956790774356493,0.10631852439154754,0.04490877059153949,0.05368509385426406,0.14567124591113978,0.2975199824462066,0.005588269048136214,-0.038200618269740604
2008-02-01 11:15:00,-0.050019757708798074,-0.011085171553784369,0.03448708749548931,0.3324846828878669,0.08252937705692875,0.017907565583644442,0.16454999357608718,0.12929410057775406,0.3412919677022323,-0.008852395200189997,-0.032587450417230567
2008-02-01 11:20:00,-0.044474568297907885,-0.015688172503471248,0.025221002440602557,0.31983070062853,0.06694191840103685,0.017112584526901467,0.172278069445452,0.1175386878957103,0.367688875899981,0.004238174328829543,-0.030687272765664863
