time,Risk
2008-02-01 09:30:00,1.1046918153427199e-07
2008-02-01 09:35:00,1.1320020130939794e-07
2008-02-01 09:40:00,1.4838453347701602e-07
2008-02-01 09:45:00,3.358627300962678e-07
2008-02-01 09:50:00,-3.203267965917777e-07
2008-02-01 09:55:00,1.7406524802039658e-08
2008-02-01 10:00:00,1.3850251611073608e-07
2008-02-01 10:05:00,7.033687798895004e-08
2008-02-01 10:10:00,4.337565611793825e-07
2008-02-01 10:15:00,9.601318597735492e-09
2008-02-01 10:20:00,9.697242586276669e-08
2008-02-01 10:25:00,1.9483613852416123e-07
2008-02-01 10:30:00,1.655694679224148e-07
2008-02-01 10:35:00,1.1392560071858331e-08
2008-02-01 10:40:00,7.103450542337934e-08
2008-02-01 10:45:00,-1.799005689148223e-06
2008-02-01 10:50:00,9.05656279719065e-08
2008-02-01 10:55:00,-1.0847103910700755e-07
2008-02-01 11:00:00,2.413748244019251e-08
2008-02-01 11:05:00,4.7412344455013473e-07
2008-02-01 11:10:00,-7.680738714477274e-09
2008-02-01 11:15:00,5.672352600507076e-08
2008-02-01 11:20:00,7.390505821886071e-08
2008-02-01 11:25:00,9.405375560276478e-08
2008-02-01 11:30:00,4.5091599060126666e-08
2008-02-01 11:35:00,5.752139238974256e-08
2008-02-01 11:40:00,1.5635303639007007e-08
2008-02-01 11:45:00,6.174531828436408e-09
2008-02-01 11:50:00,2.5123823475816848e-08
2008-02-01 11:55:00,2.9591112130550673e-08
2008-02-01 12:00:00,-2.987968751439625e-09
2008-02-01 12:05:00,-6.664473583658481e-07
2008-02-01 12:10:00,1.7151411770382575e-08
2008-02-01 12:15:00,2.0551956584113256e-08
2008-02-01 12:20:00,1.82877565566152e-08
2008-02-01 12:25:00,4.477517979697348e-07
2008-02-01 12:30:00,2.4416998349587887e-08
2008-02-01 12:35:00,-3.579889726366022e-08
2008-02-01 12:40:00,2.880512114451716e-08
2008-02-01 12:45:00,5.1184710320041074e-08
2008-02-01 12:50:00,3.217269348484418e-08
2008-02-01 12:55:00,1.222525478161635e-07
2008-02-01 13:00:00,2.5017569334623434e-08
2008-02-01 13:05:00,4.7909426620100545e-08
2008-02-01 13:10:00,4.3322034060206116e-08
2008-02-01 13:15:00,2.2890064016994018e-08
2008-02-01 13:20:00,2.0789336755601236e-07
2008-02-01 13:25:00,2.1592909134835344e-08
2008-02-01 13:30:00,-3.860662767614041e-08
2008-02-01 13:35:00,-1.480130674019827e-08
2008-02-01 13:40:00,-1.5130726530889954e-08
2008-02-01 13:45:00,1.2042023419793873e-08
2008-02-01 13:50:00,3.636803978992838e-09
2008-02-01 13:55:00,-6.941615624619955e-10
2008-02-01 14:00:00,1.2364474666630058e-08
2008-02-01 14:05:00,9.948136403034146e-09
2008-02-01 14:10:00,2.1385364453316015e-08
2008-02-01 14:15:00,1.5285740703531906e-08
2008-02-01 14:20:00,6.312121187649728e-08
2008-02-01 14:25:00,-9.121088649730298e-09
2008-02-01 14:30:00,2.043852646521368e-08
2008-02-01 14:35:00,1.9681972011224485e-08
2008-02-01 14:40:00,9.62714512385192e-09
2008-02-01 14:45:00,4.386362518254416e-09
2008-02-01 14:50:00,1.8485755910768903e-08
2008-02-01 14:55:00,1.2788780030927882e-08
2008-02-01 15:00:00,2.0457472335897447e-08
2008-02-01 15:05:00,-1.6475776482901506e-08
2008-02-01 15:10:00,1.0220540274926055e-08
2008-02-01 15:15:00,9.573079922392573e-09
2008-02-01 15:20:00,5.1524596399201e-09
2008-02-01 15:25:00,4.723596516973359e-08
2008-02-01 15:30:00,1.3492443556047073e-08
2008-02-01 15:35:00,3.204502909869477e-08
2008-02-01 15:40:00,3.210969936107648e-08
2008-02-01 15:45:00,4.3564498722163217e-08
2008-02-01 15:50:00,-1.0288511291020914e-07
2008-02-01 15:55:00,4.585384336185068e-08
2008-02-01 16:00:00,-2.1156149428602915e-07
2008-02-04 09:34:00,4.1505226902809543e-08
2008-02-04 09:39:00,5.75420761794319e-08
2008-02-04 09:44:00,6.451962230822198e-08
2008-02-04 09:49:00,6.429942644610104e-08
2008-02-04 09:54:00,8.478077167031608e-09
2008-02-04 09:59:00,5.4499783945830035e-08
2008-02-04 10:04:00,6.684593653007055e-08
2008-02-04 10:09:00,4.645092477460189e-08
2008-02-04 10:14:00,6.555845193951658e-08
2008-02-04 10:19:00,6.064956761001264e-08
2008-02-04 10:24:00,7.450503531851714e-08
2008-02-04 10:29:00,6.399145374547109e-08
2008-02-04 10:34:00,2.316900674536552e-08
2008-02-04 10:39:00,3.546926121834342e-08
2008-02-04 10:44:00,1.1405524718672701e-08
2008-02-04 10:49:00,1.9592484943153912e-08
2008-02-04 10:54:00,2.9090131461729078e-08
2008-02-04 10:59:00,6.14599084642215e-09
2008-02-04 11:04:00,3.090855298454909e-08
2008-02-04 11:09:00,2.779864584968042e-08
2008-02-04 11:14:00,2.066474796230704e-08
2008-02-04 11:19:00,2.124087809553973e-08
2008-02-04 11:24:00,2.0391942017998877e-08
2008-02-04 11:29:00,2.026087150252977e-08
2008-02-04 11:34:00,1.4987491335421244e-08
2008-02-04 11:39:00,1.500216395003304e-08
2008-02-04 11:44:00,9.133182567411183e-09
2008-02-04 11:49:00,9.580255135785963e-09
2008-02-04 11:54:00,1.363553154456941e-08
2008-02-04 11:59:00,1.3978172321006025e-08
2008-02-04 12:04:00,1.0741758386405777e-08
2008-02-04 12:09:00,2.2892314314503745e-08
2008-02-04 12:14:00,7.199211794550089e-09
2008-02-04 12:19:00,7.834669088947827e-09
2008-02-04 12:24:00,1.450777513285159e-08
2008-02-04 12:29:00,1.4145501331239407e-08
2008-02-04 12:34:00,-3.0184446554733404e-09
2008-02-04 12:39:00,-5.3737281056783964e-08
2008-02-04 12:44:00,1.016921066819679e-08
2008-02-04 12:49:00,1.2755166843016925e-08
2008-02-04 12:54:00,1.983231561099808e-08
2008-02-04 12:59:00,1.8089189489346036e-08
2008-02-04 13:04:00,1.3479583914640958e-08
2008-02-04 13:09:00,2.1899355839807422e-08
2008-02-04 13:14:00,8.986732956050773e-09
2008-02-04 13:19:00,1.4100243404660925e-08
2008-02-04 13:24:00,-3.414533523566097e-08
2008-02-04 13:29:00,2.750229374030951e-07
2008-02-04 13:34:00,1.859324607374826e-08
2008-02-04 13:39:00,7.794358652453217e-09
2008-02-04 13:44:00,-4.443071523420093e-07
2008-02-04 13:49:00,4.286385476476687e-09
2008-02-04 13:54:00,1.2552757077451014e-08
2008-02-04 13:59:00,7.180462825674791e-09
2008-02-04 14:04:00,3.1091689212165185e-08
2008-02-04 14:09:00,1.9425043428551265e-08
2008-02-04 14:14:00,5.846465572889989e-09
2008-02-04 14:19:00,3.090140840041022e-10
2008-02-04 14:24:00,1.498856275722748e-08
2008-02-04 14:29:00,1.4964338599648928e-08
2008-02-04 14:34:00,-3.4710194563538584e-08
2008-02-04 14:39:00,-3.4242875353981786e-08
2008-02-04 14:44:00,1.2948058680436454e-08
2008-02-04 14:49:00,5.4612069926301095e-08
2008-02-04 14:54:00,1.2717038612234681e-08
2008-02-04 14:59:00,1.1418938331763606e-08
2008-02-04 15:04:00,1.4282415874826542e-08
2008-02-04 15:09:00,1.2196262253159417e-08
2008-02-04 15:14:00,2.598561755837581e-08
2008-02-04 15:19:00,7.4460464846009535e-09
2008-02-04 15:24:00,1.4011978318094324e-08
2008-02-04 15:29:00,2.0601714263538714e-08
2008-02-04 15:34:00,2.1302326029633745e-08
2008-02-04 15:39:00,-1.2742228006823703e-08
2008-02-04 15:44:00,2.431711895481329e-08
2008-02-04 15:49:00,1.4685544956045486e-08
2008-02-04 15:54:00,7.550906730449436e-09
2008-02-04 15:59:00,5.59126070018128e-09
2008-02-05 09:33:00,-6.134758794345377e-07
2008-02-05 09:38:00,2.0833328122745453e-07
2008-02-05 09:43:00,5.216434462628505e-07
2008-02-05 09:48:00,1.106422350805262e-07
2008-02-05 09:53:00,2.1338528445740205e-07
2008-02-05 09:58:00,-8.057184882267121e-07
2008-02-05 10:03:00,3.03919198248531e-07
2008-02-05 10:08:00,1.8117173440853252e-06
2008-02-05 10:13:00,9.949167143514587e-06
2008-02-05 10:18:00,1.5289362720334322e-07
2008-02-05 10:23:00,2.7878393252870805e-07
2008-02-05 10:28:00,2.3683937775770444e-07
2008-02-05 10:33:00,-4.257453157456567e-08
2008-02-05 10:38:00,1.321007031566224e-07
2008-02-05 10:43:00,4.803791158908261e-08
2008-02-05 10:48:00,2.9117231876630826e-08
2008-02-05 10:53:00,2.195644020820026e-08
2008-02-05 10:58:00,1.4667561477112366e-08
2008-02-05 11:03:00,2.38713123908254e-08
2008-02-05 11:08:00,2.1600189399101515e-08
2008-02-05 11:13:00,4.239528377960612e-08
2008-02-05 11:18:00,-4.346722984769621e-08
2008-02-05 11:23:00,2.181085669209846e-08
2008-02-05 11:28:00,2.4028368083526256e-08
