time,C.N,EMC.N,HPQ.N,MDT.N,MO.N,NKE.N,PG.N,RTN.N,SO.N,TWX.N,WFC.N
2008-02-01 09:30:00,0.2642071230434099,0.047784431597576886,0.0461326822345551,0.13191891055929184,0.2090842673284889,0.12003220928680979,0.13168686614669023,0.08995127833178272,-0.17859080311799425,0.09789932087667914,0.03989371371270968
2008-02-01 09:35:00,-0.034226359762642156,0.07196190208031997,0.09275948689490575,0.09623349216950314,0.4579210523180931,0.02989995497824807,-0.09008104353980298,0.3336568972665004,0.0394980294618558,0.007389951120653214,-0.005013362987634411
2008-02-01 09:40:00,0.11509400143374883,0.08121782298506074,0.014649970798293202,0.10594777742328551,0.1917543514790276,0.0009147080915527786,0.11037802685967239,0.2011423879349918,0.14458431930996923,0.03174367339439946,0.002572960289998567
2008-02-01 09:45:00,-0.3305261318635597,0.18763191143285793,0.22226542848421543,0.9227461290321645,0.14234080170464597,-0.665771560702471,0.2778802416111683,0.07288220034548343,0.04191081006654042,0.13097041823732344,-0.0023302483483674643
2008-02-01 09:50:00,0.4254168908177301,-0.3223528526949951,-0.6580435911139265,0.46453605226726535,-0.9428228405122333,1.989989948724201,-0.0070665620279764954,0.2569435549493613,0.20389002995741737,-0.3545925231923041,-0.055898107174539906
2008-02-01 09:55:00,-0.06366773863843947,-0.012570958789627992,-0.01821425950170523,0.2866000177658148,0.13754889279438584,0.40219571656205744,0.062121959148851706,0.13247189262432738,0.07838582331362724,0.02293484984510344,-0.02780619512439495
2008-02-01 10:00:00,0.15276040267082852,-0.006043514294165067,0.23498109829496738,0.28388296246849254,0.17222874482271394,-0.07267223846696091,0.09241917924328605,0.19772178224190182,-0.10015034236595752,-0.002936527855856955,0.04780845324075038
2008-02-01 10:05:00,0.39744209759970056,0.22438992923944878,-1.2268893585511982,-0.14840277367054786,0.009210431179735887,0.8404464709356506,0.27437622767002734,0.02946903122733526,0.14107235699503307,-0.03200094728647734,0.4908865346612919
2008-02-01 10:10:00,-0.6540926671839568,-0.3487244569909548,0.38360215067742837,2.50322647952769,1.6144294104687134,-3.8728845081468704,-0.3674811427102454,2.1279647347106248,0.7310571323129813,-0.2813773599982767,-0.8357197726671338
2008-02-01 10:15:00,0.004805927559723777,0.21973553727579387,0.4267719690258314,-0.2954226423299248,-0.18965759488303263,-0.006063931666897735,0.5450329837143062,0.08907918958279751,-0.3014152383901577,0.3716280287737913,0.135505771337769
2008-02-01 10:20:00,0.06603494059943879,0.03477498370740388,0.09096235486182594,0.12234201129362055,0.37618706829095994,0.041159121909718224,0.08087420419437724,0.11603017074622328,0.09097413949890605,0.007729530668265488,-0.027068525770739503
2008-02-01 10:25:00,-0.27265292025468285,0.09772844903444806,0.02041785062854071,0.3607279001762205,-0.011155983670456237,0.053251247943758115,-0.21234976637361885,0.5702990452874722,0.12385415985305276,-0.04292480018279899,0.31280481755806483
2008-02-01 10:30:00,0.1148119309305308,0.09083290760293616,0.05558384030951963,0.134029688230901,0.10552779895715088,-0.020461176076392078,0.07644093850720776,0.28994474407763327,0.1080132906503836,0.029512439443841583,0.015763597366287598
2008-02-01 10:35:00,-0.061007627989510586,0.08456990671038486,0.0535828830430372,0.015666163666675056,0.007752502655596351,-0.016176673241371106,0.3034540463409249,0.5582082230083194,0.09168051099127034,-0.04373170606545471,0.006001770880128402
2008-02-01 10:40:00,0.030632611681089217,0.006766881779247567,0.07614723199479939,0.17479218500665128,0.08631937852794254,0.11958993719303108,0.10811033562014252,0.055972597348464465,0.23478186567595274,0.06883429652133474,0.038052678651344325
2008-02-01 10:45:00,1.3336797720747136,2.9778107049791,-1.718530878540926,-0.7794170697662078,3.4782566024816224,-4.045427056082377,-14.934339511214732,22.269273742631256,-6.060347230578861,-1.353339320901641,-0.16761975508194243
2008-02-01 10:50:00,0.0561729901498047,0.1220166817910467,0.08298389858932699,0.12579765004657778,0.2238530938277298,0.09461319531113603,0.19009896132306744,-0.11428260720051227,0.1617590632726364,0.03608161937367313,0.020905453515513178
2008-02-01 10:55:00,0.15798638764498651,0.2370625479326603,0.05671899172767782,-0.5191317290226083,0.19251043924578104,-0.30991680951472855,0.8781571041582945,-0.5952457704915634,1.0124370730313814,-0.10736530783860165,-0.003212926873279502
2008-02-01 11:00:00,-0.05892827969526454,0.11099440078086574,0.07292927002027344,0.06987177494763856,0.05511898991410863,0.15970062314224182,0.04406468711734837,-0.05945288616896311,0.4598379418310687,0.10236964035588679,0.043493837754795615
2008-02-01 11:05:00,-0.46305589688692983,-0.41396637043350726,0.934398038621594,1.3470618937556627,0.9356454597291186,0.6193677081680555,0.1972884998221973,3.5185300165759235,-5.3051992285908005,-0.5013561002110418,0.13128597944972906
2008-02-01 11:10:00,-0.04035362460403348,0.056739766116241985,-0.08375535173996401,0.013583521986340016,0.10633842625540346,-0.08716207163065441,0.22843540860213318,-0.07794994263141146,0.9579156942954978,-0.15363256039887457,0.07984073374932141
2008-02-01 11:15:00,0.0996593832497417,0.1193431687365431,0.053707003048714404,0.4251230805688901,-0.005974367469388394,0.009984824545576422,0.27330514860135297,-0.19902757279741812,0.289844238993062,-0.06102380266628383,-0.0049411048107900835
2008-02-01 11:20:00,-0.022244964074547784,0.11590344204236519,0.06434999905005226,0.10709771417490509,0.022776453187668803,0.08350983973039833,-0.13957599903857767,0.1977872167539994,0.40414286448240644,0.10322557030069755,0.06302786339063232
