,C.N,EMC.N,HPQ.N,MDT.N,MO.N,NKE.N,PG.N,RTN.N,SO.N,TWX.N,WFC.N
37,0.00012161060645680963,0.0001167482925913485,6.242122227482243e-05,0.00010029952688754437,-5.6708758522192505e-05,8.887223033590225e-05,7.956920695604894e-06,3.190966711194422e-05,4.0336373171551746e-05,0.0001968589068028562,0.00023053257496717495
38,0.00014796499791676972,8.41240492116649e-05,6.314188759245265e-05,8.706440342292425e-05,-1.041153961618242e-05,2.4459618839766307e-05,2.3718600680799977e-05,2.2203471513546344e-05,2.135613959838484e-05,0.0001099957126540103,0.00021682106375975365
39,0.00015128663573016812,8.853633913494918e-05,5.86174248733169e-05,6.902921630146614e-05,1.553112328409666e-05,3.635670312469166e-05,4.062696931661427e-05,1.236940428332924e-05,2.1914591319270042e-05,0.00011086707826757896,0.00020852842754462593
40,0.00016437927592698003,9.562583309639898e-05,9.304280912365548e-05,8.871898570248299e-05,2.268116773315368e-05,5.039660013169926e-06,2.831928897257495e-05,2.1439250514936312e-05,2.080547588851198e-05,9.494478242804468e-05,0.000184378677585385
41,0.0001726514930025192,0.0001223403954307335,0.00013102319342433058,9.59069843052681e-05,8.435247352140638e-05,2.696563379327356e-05,5.511473178620793e-05,2.4138526069351098e-05,2.0073526139383257e-05,0.00014369441424100314,0.00018616712877118615
42,0.00016225124741267368,4.701900138496907e-05,0.00010745331499052446,0.00010844443979309591,6.54095180573999e-05,1.3607041909382738e-05,3.975997904198991e-05,2.7047427566725112e-05,-2.231035293367747e-08,0.0001292494274189247,0.0001302002686353387
43,0.00015876582950292826,4.506793142399006e-05,0.00012839842612519072,0.0001135964224238894,6.460916507057111e-05,3.562785528787747e-05,6.0181874415953495e-05,1.8278274033704674e-05,3.086179403276167e-05,8.661476038134735e-05,0.00013513328321697373
44,0.00010455063786410323,3.311711135565744e-05,0.00013908654664363383,9.917195058986904e-05,6.1002500303749245e-05,9.187072527914491e-06,5.456749239815836e-05,2.362547838337798e-05,7.470979105727612e-06,5.587482869486393e-05,3.0920449856107784e-05
45,2.3800431070349534e-05,1.3199711998727056e-06,0.0001461184704190364,9.760918348747349e-05,4.4628872491147025e-05,-1.9109505672237596e-05,5.645299380785075e-05,2.9006040723897043e-05,1.4867436788148934e-05,8.67220582445995e-05,-7.9411143117028e-05
46,-2.1673260062698512e-06,-1.4631511521056218e-05,0.0001433071503701593,5.641151588937563e-05,2.2614932828299276e-05,-2.1409168544986234e-05,6.305815595002769e-05,3.199620206337442e-05,-2.0153797216597087e-05,6.27133218320764e-05,-0.00018611771884402862
47,-3.1180777796470815e-05,2.650860276255775e-05,0.00010038744263588758,5.101518145025212e-05,1.666250242925227e-05,-4.0249883618259806e-05,8.045911770578129e-05,2.5953319458034384e-05,7.425744846519406e-06,6.268960866384336e-05,-0.00022456949636070876
48,1.6969049995797127e-05,1.1903543774768655e-05,6.314335582398032e-05,3.031639981901978e-05,3.67484465711058e-05,-3.8429686439824e-05,7.598237267751731e-05,1.8058079107141948e-05,-5.788760786263938e-06,1.1263109194368537e-05,-0.000280266252634787
49,-3.961375155690177e-05,-8.557892573080801e-05,3.2592175316438324e-05,3.6146171296237254e-05,1.6662502429251057e-05,-0.00010950430559099031,3.6730925552182465e-05,1.2080503827611451e-05,-1.814322288994201e-05,-0.00010221796542459842,-0.00033868790095253676
50,-0.00010379472941181153,-7.645559497361322e-05,3.352880116272077e-06,3.4901938897992404e-05,3.239253762072714e-05,-6.931709082400435e-05,3.420747432980331e-05,1.6250950148701832e-05,-2.593298827312945e-07,-8.061484526743378e-06,-0.0003388565878388806
51,-8.034618324933338e-05,-3.9478082207574505e-05,5.066143431884656e-05,5.033459436227133e-05,2.762970515385474e-05,-9.594084776681784e-05,1.6455000290999566e-05,1.7870884948983268e-05,-1.5250750185726682e-06,-1.906720677995738e-05,-0.0003199127861609539
52,-0.0001183917443706034,-9.168977831606868e-05,4.3015417603330504e-05,4.3004193240592754e-05,2.71771961131232e-05,-0.0001411333076113564,2.8066012335029135e-05,6.878650998304419e-06,-1.5515729127430568e-05,-8.223719563045696e-06,-0.00031901336766588774
53,-9.043398169234603e-05,-0.00013434119856639063,3.545118323946703e-06,2.8158874804126688e-05,1.0183379463237192e-05,-0.00013628995309246852,2.6878753463835058e-05,9.347871472117828e-06,-1.7686055343066264e-05,-4.7904481164451836e-05,-0.0003096114887168243
54,-5.512493801641587e-05,-1.9532436120346653e-05,3.988843997226675e-05,7.06033488297874e-05,5.436044521555807e-06,-8.753014988500397e-05,5.606205138576269e-05,2.1022423255081868e-05,3.1884108503825873e-05,-3.3975088316017333e-05,-0.0002647088931216031
55,-9.642991161565392e-05,6.702477009477653e-06,3.885443687780114e-05,3.909369615101415e-05,-6.7093190778436464e-06,-0.00012106549588005907,3.002029942504958e-05,2.471851334994378e-05,7.433429596449538e-06,-1.1271000408395414e-05,-0.00030501439507413865
56,-3.8421082251561326e-05,2.276765556644529e-05,5.0652976197675533e-05,3.57323359276798e-05,1.3155331574026733e-05,-9.039054297319743e-05,4.347750064124702e-06,2.02723860325138e-05,1.3065029596398142e-05,4.1433327404608946e-05,-0.00020885629201186157
57,1.9898823068121466e-05,5.3537049518522914e-05,5.85373668315751e-05,6.445580064951184e-05,3.0221552716596193e-05,-2.392275009443764e-05,2.005028271105776e-05,1.8923453666405866e-05,1.1745590465381354e-05,2.158196049928126e-05,-0.0001620292388813557
58,6.940584725265108e-05,7.245770341735252e-05,3.8838734582417264e-05,8.53933190868891e-05,5.813565220897418e-05,-2.8326634082295967e-05,1.0418398660076332e-06,2.5182133139510952e-05,3.275957684398178e-05,6.398482717504413e-05,-0.00010088466413874006
59,8.772889533719411e-05,6.845949837183636e-05,9.972256376132237e-05,0.0001001548653228507,6.936210937117392e-05,-1.643993159176274e-05,-2.6535446411491532e-05,2.2048329547437397e-05,2.292676739340958e-05,5.874443055538165e-05,-6.007431449329908e-05
60,8.271966139481688e-05,8.381399751910484e-05,0.00012632310121784353,9.620497420628409e-05,8.087511849762556e-05,-1.7770294672231593e-05,-3.3688036191812087e-05,2.4829226321184808e-05,1.4687100740382096e-05,0.0001253367508733608,-3.503788771753035e-05
61,4.8093127243309126e-05,0.00010118280157045637,0.0001018916398009148,8.387199598192813e-05,4.9422025024552426e-05,-8.128596190526078e-06,-3.704480116500862e-05,2.1414869449911253e-05,-9.057127216729226e-06,5.3838535606659856e-05,-5.2978789457040416e-05
62,9.821827411685109e-05,0.0001322126215982862,0.00010332539491329794,8.600722718925152e-05,1.6629252231816938e-05,1.3298232261686186e-05,-5.3627779788589555e-05,2.3339308353244276e-05,5.034190476207791e-06,6.679168099358839e-06,-9.330973365898011e-07
63,2.1358838041818535e-05,0.0001023652576357979,4.959667709543989e-05,6.465370843154287e-05,7.454695317903707e-06,-3.15232955592757e-05,-2.598700036780094e-05,1.569627020200923e-05,-9.6687599812666e-06,3.278242385008886e-05,-3.4402678372949164e-05
64,2.2339395760360397e-05,0.00017589785326813415,6.613024705077462e-05,8.239489176965672e-05,9.353502852733711e-06,3.321610339020465e-05,-4.201954160590583e-06,2.223707067443549e-05,-8.20492322142931e-06,5.1535669188296675e-05,-2.104666987255845e-05
65,-1.3039156154160373e-05,0.00023081810787834223,7.380071549087045e-05,6.806051437011831e-05,5.3895025508295264e-06,6.700654857608746e-06,8.904570760131115e-06,1.1134546392351715e-05,-2.563619657970824e-06,9.265217095091352e-05,-5.5557643037473736e-05
66,-4.761727301008605e-05,0.0001894879361534415,6.691032616946474e-05,4.004528426786071e-05,-2.1548345041217787e-05,-2.433655512633463e-05,-2.769220040684251e-05,8.86774050349898e-06,-3.769422837253611e-05,0.0001231643875925942,-8.691156174842856e-05
67,-2.5003354388568747e-05,0.00018644466971430497,6.984466725633859e-05,6.14569035865256e-05,-1.4925037446831837e-07,-1.4199828675933653e-05,-1.30179044098228e-06,6.884143044928584e-06,-3.866875439842984e-05,0.0001410685848838764,-2.3727524700152686e-05
68,-3.638164716305906e-05,0.00018395638355282973,4.86612500643776e-05,5.543119139839109e-05,-8.300132973677878e-06,-2.348394211381157e-05,3.8859664931447016e-05,5.208775408992004e-06,-4.117405298230688e-05,0.00014143553709593116,-2.694539694879426e-05
69,-8.007325954204419e-05,0.00014851410648725088,6.4569781892945605e-06,4.945831819024293e-06,-4.3834517958847354e-06,-5.6586841029066915e-05,-1.5642558337760814e-06,6.341540693472162e-06,-3.261582909061236e-05,0.00010487047886146523,-2.3860080368352834e-05
70,-7.714086369448096e-05,0.00015739828462026944,-1.7113746658000988e-05,-1.799259715667297e-05,-5.900159829542249e-06,-2.445233322873709e-05,2.124915721262166e-05,-1.8321229826596596e-05,-5.833489876058091e-05,0.00011504061588591602,-2.007676798043049e-06
71,-5.858816681302335e-05,0.00011088625950387327,-5.629245625883612e-05,-3.321221027215606e-06,-2.034306630151341e-06,-2.4344209123755875e-05,5.0673017823992256e-05,-2.3619427384089922e-05,-5.3629753435413164e-05,0.0001392753469284252,2.8905656438634598e-06
72,-3.715875351171451e-05,9.712577528916032e-05,-4.236443945188405e-05,2.2719777101568557e-05,-1.4117751184213596e-05,-4.5828380953714784e-05,5.287705956618441e-05,-1.5958858402971733e-05,-3.279455551759153e-05,0.0001041220662506261,5.352290832228895e-06
73,4.3870166362707917e-05,0.00017697438820909304,1.5932225148048513e-05,6.472974871598133e-05,5.848007828834297e-05,-6.039764184111385e-06,6.544867343526296e-05,1.8702255552683624e-05,8.025281018192103e-06,0.0002717225630505359,9.054879515658877e-05
74,0.0005613576712482352,0.00030315963464124467,4.063679417132955e-05,3.621640427164301e-05,2.745462573007175e-05,-0.00012008282533726109,1.3613992595364322e-05,0.00013476380617546355,4.190562997809892e-05,0.00041314672471577576,0.0005279534329390692
75,0.0004184645914791279,0.00019021981862759368,3.6399915532250775e-05,-1.9707608103240678e-05,5.113093390869141e-05,-6.817307901838062e-05,6.174021293251276e-05,0.00013832228743519231,-2.7315746077819257e-05,0.0002477445832425612,0.0004736703053015072
76,0.0003432665378868577,0.00010577160770255553,-6.193693068493022e-05,-3.313641742184966e-05,2.5410859636959454e-05,-5.857427809861588e-05,-1.860261129144913e-05,0.00011260190255870452,4.739828464084815e-06,0.00013441730557706334,0.00047295692214881403
77,0.0003960992514063248,8.599820756178773e-05,-1.9584682407347712e-05,-6.0771714405053206e-05,1.7352492490361195e-05,-9.209595574234498e-05,-0.00010302788518849176,0.00011644953373583965,-5.0446041738323485e-06,3.809860060420862e-05,0.0005143284726764468
78,0.00044730889706682425,1.6059510594619428e-05,5.6501161662048155e-05,-9.002974602157168e-05,7.496412117633272e-05,-6.631753188889937e-05,-7.177483273804328e-05,0.00011912978316559886,4.581526700407577e-06,3.068937762539375e-05,0.0005418625236351956
79,0.0005181884027781932,2.997482222325434e-05,3.532219207828541e-05,-0.00014179323510629682,7.128238535655965e-05,-2.7265214759208203e-05,-0.00010126553585966757,0.00016692940560511193,3.8394888928648415e-05,3.793643601601838e-06,0.0005626179530364866
80,0.0005875002476834931,0.00013448666984658002,0.00012233298715128566,-0.0001313365722859832,-8.62629587795087e-06,4.269884748316401e-05,-0.00012373606051693247,0.00014057498336353361,4.200459104823073e-05,2.4865252337471373e-05,0.000630937136931604
81,0.0006653842435592938,0.00016151143096310988,0.00015634264399323397,-0.00013248353665229901,-6.392309088171824e-05,6.383826065661392e-05,-9.50413972011234e-05,0.00011486542296829021,3.346784826236094e-05,4.187311499697173e-05,0.000576869153254661
82,0.0006069659962819119,0.00013957861459314768,0.0001763063402520556,-0.00010629390945492884,-5.322021753150286e-05,5.0747031752372664e-05,-0.00011857295640443226,9.115296618680917e-05,3.217890273059496e-05,2.920543843167715e-05,0.0004883975441903719
83,0.0005156316078498811,0.00012241891722270562,0.0001801459899958778,-0.0001212575167059786,-2.739812711432513e-05,5.283322178672378e-05,-0.00011865194158216879,6.34324097986248e-05,-1.5794577768175156e-05,4.2817295574666305e-05,0.0004508248504607266
84,0.00045064638875853965,0.0001438240271524571,0.0001440964300233302,-0.0001431941789408612,-1.0303240241485254e-05,6.352821381365357e-05,-9.890189513748381e-05,6.912763047413834e-05,-2.287169033196984e-05,1.6620962553208126e-05,0.00039563290273135227
85,0.0003754673415425644,0.00011010879555488915,8.719414306471278e-05,-0.00017608643925588763,-3.312630490121981e-05,6.925806225650802e-05,-0.0001088699846927712,2.219722949471822e-05,1.0590932750473649e-05,8.47579861366454e-07,0.00032945173860983164
86,-9.120494905076601e-05,-6.718852659988727e-05,5.540762399434688e-05,-0.00015965285357355912,1.7001270540827624e-05,0.00022738786395020536,-4.4736517183065024e-05,-8.808084747780236e-05,-3.3330485728286105e-05,-0.00016997390470342946,-0.00011041299291544942
87,0.00010990386760738091,-7.672570832990977e-06,1.0995583836060845e-05,-8.054353369876685e-05,2.2818148077605994e-05,0.00018083508306040335,-8.04111836652214e-05,-8.597934571460928e-05,4.847519602933553e-05,-1.5966257853024434e-05,-2.772882262539815e-05
88,0.00010493516488442295,-2.9769703271527526e-05,2.2982060989626037e-05,-8.493400303839871e-05,9.766526363712237e-05,5.993246057777995e-05,-3.397884124001942e-05,-7.661966111243316e-05,2.5789252502764205e-05,1.7294241153552098e-05,-4.535686192073286e-05
89,1.775608237092532e-05,-5.117170270828648e-06,-3.893098316683856e-05,-6.726283890820992e-05,7.244344795509366e-05,0.00012404685233176845,3.6874842746037404e-05,-6.674360324759532e-05,5.294290195658068e-05,5.3487422885707834e-05,-9.009964040199693e-05
90,-2.3124549767190886e-05,3.519245382288101e-06,-0.00014983927073206302,-3.9852381372496995e-05,3.6090978704612614e-05,0.00011850380167750887,3.184221472691041e-05,-0.00010825609755375575,5.15404090159449e-05,4.625173554308012e-05,-7.458411811531602e-05
91,-0.00013621272957608366,-4.802097426726415e-05,-0.00011615449532400166,3.435852678995049e-05,4.121073162828085e-05,8.121335113823589e-05,6.322552778301482e-05,-0.00016149194834794405,1.8340680235487845e-05,4.4591619972560046e-05,-0.00015602468281313844
92,-0.00018036341504501432,-0.00012652439132653884,-0.00022881146169368918,2.960511004037996e-05,0.00010892416626539161,2.5142008282812035e-05,6.081969279446275e-05,-0.00012423711547724888,3.736656946009418e-05,5.384831017752682e-08,-0.00025881747222104856
93,-0.0002289395354746161,-7.571307108054709e-05,-0.00019213861856394145,5.499623394773856e-05,0.00015108131757191203,3.2910130560140134e-05,5.7882841583838384e-05,-8.879444164386706e-05,6.5116700774622e-05,-4.55617957746861e-05,-0.00020502177427915975
94,-0.00012197371927252746,-4.135280580004737e-05,-0.00015140066709388634,4.8799668548994354e-05,0.00013692463863574148,-7.879661288849845e-06,6.479003519644555e-05,-5.231324322402718e-05,7.620694614279467e-05,-4.124025678233788e-05,-8.32405080120542e-05
95,2.9878018269791358e-05,-2.355692983128339e-05,-0.00016746394414231136,5.342272144385234e-05,9.287625995832404e-05,-2.8834662052495033e-05,5.89563105986457e-05,-7.91779925139493e-06,0.0001342205173920493,-7.358031411841208e-05,-3.379898205230181e-05
96,-1.4385933043514274e-05,-0.00010579538462774912,-0.00015326640062245824,3.93347020335658e-06,9.276348244206777e-05,-5.553454685616411e-05,3.349193976395643e-05,1.4406654366921149e-05,0.00011187226853833206,-7.970002102574722e-05,-6.589285819358211e-05
97,3.2641916459925494e-05,-0.00012889494024113414,-0.00012086046922944109,-1.6807706816772636e-05,0.00011358987063964806,-5.164399050032975e-05,3.590957178023621e-05,3.652516771002513e-05,8.367029209634526e-05,-8.962078075066872e-05,-4.1151387760559e-05
98,1.663406360073028e-05,-6.64822953313713e-05,-9.330154664216528e-05,-2.3283482080548207e-05,0.00011419916769487804,-7.899701322295482e-05,3.716174676170348e-05,4.1053073399396487e-05,8.41082811260728e-05,-2.953676131796547e-05,-7.892106098833447e-05
99,-4.887545503070413e-05,-2.8934154661151468e-05,-3.267096325252785e-05,-3.7094456666377274e-05,8.234129275701747e-05,-9.829955949868359e-05,3.2999382243602195e-06,2.0104130830030816e-05,8.157940992087918e-05,-3.9920062821351e-05,-0.00015682599518536947
100,-8.821558504807812e-06,2.408271698011779e-05,2.3988221314044654e-05,-6.948913863265166e-05,1.908185358479537e-05,2.3683423027661925e-05,1.5999196341205617e-05,3.614908537326124e-05,7.308631968993603e-05,-4.947889640846591e-07,-0.00017064322806478784
101,3.625124922501687e-05,-1.7272205615460296e-05,2.8196090344753667e-05,-5.649013317351533e-05,5.1534124672844746e-05,-1.1610160226696271e-05,1.4510437851766015e-05,4.160363197125439e-05,6.20244731432464e-05,4.334153845339138e-06,-0.00018548524857507057
102,6.32122571744335e-05,3.037111318746912e-05,3.719256115276608e-05,-4.3819452972011396e-05,9.81808130074042e-05,-2.048322632542812e-05,1.6394233702566464e-05,7.913205237739547e-05,7.265813177795458e-05,-4.674795474935509e-06,-0.00018649075218995725
103,0.0001180928742806867,6.712802073937487e-05,3.212652868163629e-05,-4.3848538530497036e-05,0.00015420450777562988,3.2756347788927827e-06,2.180784388305597e-06,9.582959513085294e-05,9.652103532074533e-05,2.7143670272261235e-05,-0.00015855088581783922
104,4.021106092590729e-05,2.3296362681017463e-05,4.3262522703099317e-05,-6.129011495190554e-05,7.97697992207624e-05,-2.5031443577773692e-05,-4.4033749869133205e-07,2.5262571790984284e-05,6.970339925104529e-05,2.5580648341603094e-05,-0.00018476878406413448
105,-2.9021087099120734e-05,-5.519869396140798e-05,-3.2620204122767974e-06,-7.802805848518591e-05,9.057993309927999e-05,-6.807127795435885e-05,-2.0886983114040547e-05,-3.215281557955636e-05,1.233711288697246e-05,0.00010749245434046456,-0.00019889874027019102
106,-0.00012194643042096001,-0.00011540751317265036,-2.1600589145429805e-05,-6.666471365304333e-05,0.00012198951041481869,-2.494126747538378e-05,-1.7057212301908688e-05,-1.4441688728196091e-05,5.2882887443496735e-06,7.660269678619472e-05,-0.00023452670703631934
107,-0.00015466862344587338,-6.481410565659078e-05,8.780464168874468e-07,-7.753417337353511e-05,0.0001496447336783129,3.6132475125685556e-06,-2.938586875694e-06,-2.5128950049937603e-05,5.72075938813626e-06,8.39455538308139e-05,-0.00024545380749292986
108,-7.708367155959332e-05,-5.6797934936553335e-06,8.699994312308561e-07,-7.533251730961709e-05,0.00015729288793843636,-1.8809415448592397e-05,1.5322619886401423e-06,-6.127113786899983e-05,5.6482097612488485e-05,0.00011671616068023809,-0.00018396975532195556
109,-0.000125455158415496,2.913811189273353e-05,2.0648208435538197e-05,-4.7588570609132785e-05,0.00016306697831989248,-4.362062136534698e-06,-3.171861747848523e-06,-7.656352757082797e-05,4.880979657161896e-05,8.413744686432706e-05,-0.00018990360434484237
