,Risk
3951,1.685121091427546e-06
3952,1.539205756655129e-06
3953,2.1519615867177928e-06
3954,1.208519415956305e-06
3955,4.1837586314959116e-06
3956,1.594887284828872e-06
3957,1.3446080086452835e-06
3958,6.826539356425163e-06
3959,3.5223078990105755e-05
3960,1.3920985157692692e-06
3961,1.4684831079031665e-06
3962,5.345724857734685e-07
3963,4.5549131016701044e-07
3964,4.835286854464393e-07
3965,5.934198546418048e-07
3966,4.0228619140995615e-07
3967,3.88827091383508e-07
3968,5.011887925181399e-07
3969,5.172951202370733e-07
3970,3.3466259366860657e-06
3971,4.871660620390934e-07
3972,7.834822208746853e-07
3973,4.02010890982472e-05
3974,3.5262299345099115e-07
3975,1.8019084923379487e-06
3976,2.93724135219616e-06
3977,8.468174409167144e-07
3978,4.2279671189560386e-07
3979,5.072454461666737e-07
3980,3.283056207314478e-06
3981,2.412910285057118e-07
3982,2.878907841607609e-07
3983,9.396847221719948e-07
3984,2.4859495880436675e-07
3985,4.0525332211995526e-07
3986,7.261527670250965e-07
3987,7.566481560613789e-07
3988,3.893580258089999e-07
3989,1.2404419069412855e-06
3990,1.0313885056757617e-06
3991,1.6766200186802286e-06
3992,1.4195753271350147e-05
3993,1.540081699854444e-05
3994,1.3870542777868654e-05
3995,5.120861569828293e-07
3996,7.356387709844285e-07
3997,2.1629660767546428e-07
3998,2.232685513828201e-06
3999,6.0622577565484015e-05
4000,1.2927100263550034e-06
4001,2.390354621773081e-07
4002,8.16821235948922e-06
4003,1.117262329309396e-06
4004,1.318308366789473e-07
4005,2.878562281323948e-07
4006,3.2727524774505835e-07
4007,2.034289018672513e-07
4008,2.1244740008604178e-07
4009,6.960711417888607e-07
4010,3.6960485812362146e-07
4011,1.7678790003479845e-06
4012,5.753235663724361e-07
4013,2.129452665422879e-07
4014,4.169542703876725e-07
4015,1.3933157289884669e-06
4016,2.690638299328849e-07
4017,1.9761345230694556e-07
4018,2.873172505836683e-07
4019,5.909036841984405e-07
4020,3.00447539907691e-07
4021,3.231071190116353e-07
4022,2.0405986387638658e-07
4023,4.085315963767513e-07
4024,5.066634258690425e-07
4025,8.234073528457067e-07
4026,3.3233814660889437e-07
4027,3.9449261321211196e-07
4028,2.140878097673577e-06
4029,1.946442207361436e-06
4030,1.7703730805921154e-06
4031,4.740251266898702e-07
4032,5.515350396993586e-07
4033,1.7368361627384509e-06
4034,9.096510396912055e-07
4035,1.5021505545764862e-06
4036,1.2535044994699884e-06
4037,6.282751736914797e-07
4038,8.18045916473107e-07
4039,1.9823125040243184e-06
4040,5.946440615259462e-07
4041,0.0009344546773102384
4042,5.738304685577095e-07
4043,4.6572182170396305e-07
4044,4.0314658859429083e-07
4045,1.7065897997737548e-05
4046,5.745163850358692e-07
4047,8.563750295561819e-07
4048,2.5844526896877173e-06
4049,5.4089937214823e-07
4050,8.287241814374772e-07
4051,3.737081896661063e-07
4052,3.298825644371634e-07
4053,7.307626000205415e-06
4054,1.092778373367357e-06
4055,7.782227055117423e-07
4056,1.5522651438677356e-07
4057,0.0002753372587910072
4058,8.280209692707985e-07
4059,2.3895156259738228e-06
4060,2.7248753706999037e-07
4061,2.630547946837369e-07
4062,4.4018980836210417e-07
4063,3.0437451155098135e-07
4064,1.5749329221579567e-07
4065,1.5227038523679404e-07
4066,1.532343545566059e-07
4067,2.421454371271086e-06
4068,1.1524426049683103e-07
4069,1.905623978599438e-07
4070,1.6839276172863105e-07
4071,1.4464106137863811e-07
4072,1.1856777994090005e-07
4073,9.921941945102312e-08
4074,9.743322640169735e-08
4075,7.809408053124921e-08
4076,7.01403238375134e-08
4077,8.374497861715294e-08
4078,7.419079893175906e-08
4079,7.31181057236006e-08
4080,1.6160987806723e-07
4081,5.562352312387474e-06
4082,1.3282315903279777e-07
4083,2.93103382584851e-05
4084,1.9062749909704757e-07
4085,4.15856231105433e-07
4086,2.5186693364233588e-06
4087,7.44700122084828e-07
4088,2.388027586622983e-07
4089,1.7107885475129318e-07
4090,1.328040950152907e-06
4091,3.764294910871212e-07
4092,2.4056172009531526e-07
4093,4.942944357382355e-07
4094,1.0532577579431766e-07
4095,1.1941553158733549e-07
4096,1.1516505310148059e-06
4097,1.3358660490724204e-07
4098,6.92386323864889e-08
4099,1.9138605454496975e-07
4100,1.5490291381030337e-07
4101,8.819063346867045e-08
4102,8.930846069006122e-08
4103,1.2719299053327334e-07
4104,4.908207069108903e-07
4105,3.2956356908002974e-06
4106,0.0002904515668895087
4107,8.858279270376958e-06
4108,2.0243585129899027e-06
4109,4.961156095237725e-07
4110,7.156317777851785e-07
4111,6.361732412034212e-07
4112,2.2562940841589326e-06
4113,2.2025539703651487e-06
4114,1.4910940292741926e-05
4115,8.716805613493167e-07
4116,5.596304055164446e-07
4117,1.0184222899369103e-06
4118,4.187153513780874e-07
4119,8.023086891978694e-06
4120,1.2020041546365005e-06
4121,1.954803227303274e-06
4122,7.528060473791947e-07
4123,3.3546070370043814e-07
4124,9.806602042652417e-05
4125,2.341828589734779e-07
4126,3.3949847713910004e-07
4127,3.359503428929708e-07
4128,2.284717325782603e-07
4129,7.18329662746812e-07
4130,3.1205123207762127e-07
4131,1.729877360602241e-06
4132,6.712666657211786e-07
4133,1.696148104485975e-07
4134,1.386145465878349e-06
4135,2.058208126665439e-06
4136,3.09482254539326e-06
4137,1.4838571884317122e-07
4138,2.0366041508662133e-07
4139,1.5158975660950197e-07
4140,6.060246664711529e-07
4141,5.201549206598648e-07
4142,1.401991132502098e-07
4143,5.444595690542727e-08
4144,1.2427491298337705e-07
4145,1.344745902203056e-07
4146,6.609233571761249e-07
4147,2.0097892727369436e-07
4148,2.171540926415597e-07
4149,2.0576123381192545e-07
4150,2.291405166663456e-07
4151,2.4178649043425153e-07
4152,4.703450103453439e-07
4153,2.17207842882248e-07
4154,2.2687213891861726e-07
4155,3.836136006780121e-07
4156,3.724088791255276e-07
4157,2.747386800157384e-07
4158,3.120147417209999e-07
4159,2.6422968932724664e-07
4160,2.7722054112632e-07
4161,3.018121112500756e-07
4162,2.05721584346474e-07
4163,1.7177709117678412e-07
4164,9.548542060867051e-07
4165,9.010791769739166e-07
4166,4.601653167734636e-07
4167,1.6264640203308592e-07
4168,1.7954029436249224e-07
4169,1.2976940366505844e-07
4170,1.68453627186352e-07
4171,6.287179157206206e-07
4172,2.1206741719721883e-07
4173,1.972386719620515e-07
4174,1.4674031139490732e-07
4175,6.005976328256729e-06
4176,5.082927806833902e-06
4177,2.65867269882942e-07
4178,1.970935453908952e-07
4179,1.6380172744558257e-07
4180,1.5944270212969204e-06
4181,2.1392915859112697e-06
4182,1.6949052089071163e-07
4183,2.506431122596314e-07
4184,2.6152905281950045e-06
4185,0.0006507594275979098
4186,1.9885023552409786e-06
4187,2.0565760731769147e-05
4188,3.784969927326306e-06
4189,1.5461408364842822e-06
4190,3.171945754934017e-07
4191,1.496478120149442e-06
4192,1.0007242766879263e-06
4193,1.046585417796631e-06
4194,7.948258343510469e-07
4195,3.013130891653311e-07
4196,2.91844033015923e-07
4197,2.235359830261295e-07
4198,2.146029726530515e-07
4199,2.599851299993055e-07
4200,1.7648284240136375e-07
4201,1.0056339022466961e-07
4202,1.6133769413128128e-07
4203,8.239138404252942e-08
4204,1.106943040887876e-07
4205,1.3772559687655794e-07
4206,1.3378949515854623e-07
4207,4.131804844490768e-05
4208,1.3051692601991223e-06
4209,1.6684750129013939e-07
4210,8.776094989402801e-07
4211,1.5110588996997669e-06
4212,1.7386769623122376e-07
4213,1.5242733077406535e-07
4214,3.550010676595916e-07
4215,9.216538233146227e-07
4216,1.7443992856352877e-07
4217,7.82771887090032e-08
4218,1.0370867014557763e-07
4219,6.821319019074425e-08
4220,5.211840752401578e-08
4221,7.549290866185332e-08
4222,2.2591290291575294e-05
4223,1.1363144839974643e-07
4224,7.931506305217716e-07
4225,6.596976347694647e-07
4226,2.7771546666307e-07
4227,1.2098296551229886e-07
4228,8.047153937898792e-07
4229,2.570877402167625e-07
4230,9.485204404811826e-08
4231,2.4061993951108606e-07
4232,2.859592798263873e-07
4233,1.1476258130688137e-07
4234,4.689297876567909e-06
4235,1.1622707743819225e-07
4236,1.0661203185127593e-07
4237,5.7280082096763516e-08
4238,1.1679750169433382e-07
4239,1.9645986279220085e-07
4240,1.0234444478886677e-07
4241,1.2894598612094087e-07
4242,8.140451677902812e-08
4243,5.96707612067611e-08
4244,3.654269366175915e-08
4245,8.843328053404402e-08
4246,7.424204207490472e-08
4247,5.96301997455606e-08
4248,7.756979959168185e-08
4249,7.648072508033376e-08
4250,5.067605629550151e-08
4251,7.553041209317781e-08
4252,5.138905393902143e-08
4253,9.347611661695959e-08
4254,9.783017968941777e-08
4255,9.258200407201748e-08
4256,9.833503649698705e-08
4257,6.42901874821861e-08
4258,9.938198302373908e-08
4259,1.400018692209657e-07
4260,1.6445596062402983e-07
4261,1.4990734521180252e-07
4262,7.345899869299667e-07
4263,1.0915584278796848e-07
4264,1.8662496768095446e-07
4265,3.8196194724261755e-06
4266,1.0286146079810553e-07
4267,3.387328057902402e-05
4268,4.9607752594782685e-05
4269,2.026104008923203e-05
4270,7.285040114017394e-07
4271,3.9913177837944307e-07
4272,2.8931899094013266e-07
4273,3.000056636439868e-07
4274,2.646330973687185e-07
4275,1.5192358049235552e-07
4276,2.4431424744505297e-07
4277,1.879210235458406e-07
4278,1.5395889932993248e-07
4279,2.643086711215405e-07
4280,9.786912830680486e-08
4281,1.6507695307827943e-07
4282,1.1846297268579464e-07
4283,9.747620949968526e-08
4284,6.704947735750663e-08
4285,7.469811403273381e-08
4286,1.1465317773773603e-07
4287,1.0395169056024992e-06
4288,1.0210551565350865e-07
4289,1.0282134605882678e-07
4290,2.1216554378167096e-06
4291,1.1151166367853067e-07
4292,1.1614856523320426e-07
4293,5.038320001087355e-07
4294,1.3907486307608108e-07
4295,1.632142158623618e-07
4296,1.1046040354812607e-06
4297,5.113013644610723e-06
4298,1.0198590546883198e-06
4299,2.2374586103692452e-07
4300,7.860680027821403e-08
4301,6.820009672575942e-08
4302,1.1621221021467705e-07
4303,5.786144348800832e-07
4304,7.13916199389635e-07
4305,2.1465240671575208e-07
4306,6.050707331050665e-08
4307,3.293064965601865e-06
4308,1.0305554714250122e-06
4309,7.756162918508912e-08
4310,6.687169971022855e-08
4311,6.695819025005304e-07
4312,5.039427306514922e-08
4313,1.170744210798275e-07
4314,2.0947546414795744e-07
4315,6.629821657077038e-08
4316,9.042559075736735e-08
4317,8.215427128162333e-08
4318,2.811305658829284e-07
4319,5.3108822955217457e-08
4320,5.248753227302026e-08
4321,9.050815146718671e-08
4322,5.7205204516613243e-08
4323,6.893203577712335e-08
4324,9.603391424077132e-08
4325,5.591543827876669e-08
4326,3.133581216812854e-08
4327,5.372702942572852e-08
4328,4.118403328967952e-08
4329,6.459506924247543e-08
4330,7.455330357261569e-08
4331,4.3675342615065826e-05
4332,1.5858565238697865e-07
4333,1.8278262692173294e-07
4334,1.177902945857332e-07
4335,6.369696195623312e-08
4336,1.0410489626914844e-07
4337,3.665296903555517e-05
4338,6.248151475944585e-08
4339,9.910982472046604e-08
4340,2.0986647017263386e-07
4341,2.0079356269643683e-07
4342,2.294484845270141e-07
4343,3.782728585331815e-06
4344,2.6370257913447463e-07
4345,2.845846189965569e-07
4346,1.0875710681651941e-06
4347,7.07031078990773e-07
4348,1.1746577951530176e-06
4349,7.582792316426644e-07
4350,3.7362593165249706e-07
4351,5.012712491116118e-07
4352,0.012091134285023186
4353,5.074556532575185e-07
4354,2.53802383853328e-07
4355,5.143541120913707e-06
4356,1.048085913738663e-06
4357,2.033695459136472e-07
4358,1.939776220170974e-07
4359,9.343667439665137e-08
4360,3.87058754424768e-07
4361,3.2705607144208005e-07
4362,3.3619616430260656e-07
4363,0.002729532407411974
4364,8.116922209980315e-08
4365,5.069505882099879e-07
4366,1.345287544013321e-07
4367,2.042907481034607e-07
4368,1.5344289933808278e-07
4369,1.1415374656747288e-07
4370,1.7570639064630816e-06
4371,2.0376517669707617e-07
4372,4.913484187055701e-07
4373,1.2954635520597756e-07
4374,7.364132481634854e-07
4375,1.4740034734238204e-07
4376,2.471910801482478e-06
4377,7.296667528214856e-08
4378,8.217239509731123e-08
4379,2.7185911731854625e-07
4380,4.058748382206538e-06
4381,1.3682737867609318e-07
4382,7.691333815274285e-07
4383,7.079968900437458e-07
4384,1.5730213190342391e-07
4385,7.525371192578374e-08
4386,1.3210834642685671e-07
4387,6.869949240575055e-08
4388,1.5383291702331491e-07
4389,1.107017506751751e-07
4390,1.786135115164899e-07
4391,9.772153698289226e-08
4392,3.915828084215831e-07
4393,8.967096762740699e-08
4394,1.7959233701045238e-07
4395,8.66924214904552e-08
4396,1.281067251576521e-06
4397,9.994181256198906e-08
4398,1.141669739518921e-07
4399,2.3851343115598015e-07
4400,2.8599758459882842e-05
4401,9.645463022894065e-08
4402,3.3461984551717236e-07
4403,1.3442477288445267e-07
4404,1.358195482055594e-07
4405,3.0095173934894974e-07
4406,2.4965685703805344e-07
4407,1.072449383641286e-07
4408,7.771935870167808e-08
4409,8.363275133975078e-08
4410,1.3255143000299368e-07
4411,6.468463318961777e-08
4412,7.7213269160368e-08
4413,1.8472314621202448e-05
4414,6.538125456424315e-08
4415,0.00031538004844433424
4416,1.215832884867044e-05
4417,8.852775936492558e-07
4418,1.0875684058754266e-07
4419,4.0182589915042134e-07
4420,4.505612342061326e-07
4421,2.182393571017703e-06
4422,2.2840259867309956e-07
4423,2.208161645027425e-06
4424,6.360632639636588e-07
4425,4.785668074264945e-07
4426,3.1763265968733476e-07
4427,4.984635740972799e-07
4428,2.8409149836443225e-07
4429,1.2287537437429168e-05
4430,2.238885543321505e-06
4431,2.6108242029766852e-05
4432,3.4568630229855333e-07
4433,4.3018457289799444e-07
4434,6.375080858569286e-07
4435,3.8245174967645267e-07
4436,3.4473866481971447e-07
4437,5.288339275621451e-07
4438,0.00017483311814752773
4439,5.188915998315917e-07
4440,2.6729899233062535e-07
4441,2.1096882685726317e-07
4442,1.2036501824343378e-05
4443,2.3348981619934635e-07
4444,0.0013882787849956745
4445,1.4961029547542634e-07
4446,2.428613686552444e-07
4447,2.7625837864579603e-07
4448,5.501114998973745e-05
4449,2.3328268732273106e-07
4450,5.124657024687594e-07
4451,1.5004730954796147e-07
4452,1.6453355229716676e-07
4453,1.9989384753922846e-07
4454,2.921821141681862e-07
4455,4.0382153999863564e-07
4456,1.8234586946079115e-07
4457,1.487039103655242e-07
4458,5.341162178938225e-07
4459,2.7757532359432295e-07
4460,1.1468623194795325e-05
4461,1.4446021079596632e-07
4462,4.223911173710893e-06
4463,8.996856598540919e-08
4464,8.371442896120404e-08
4465,8.142840277090244e-08
4466,6.582012281925626e-08
4467,5.965632901819564e-07
4468,8.379165436199139e-08
4469,8.207688461299571e-08
4470,6.761550117481347e-08
4471,2.2644757402382066e-07
4472,1.1567036672986924e-07
4473,2.928665644214894e-05
4474,7.54831193001908e-07
4475,2.838653971261047e-07
4476,0.00028484766690283197
4477,3.7985571655007806e-07
4478,4.019912429575889e-07
4479,1.7497219558123318e-06
4480,1.5217738046444188e-07
4481,3.3802804633232466e-07
4482,2.3005841365770605e-07
4483,1.3759445731281747e-07
4484,7.386477734373034e-07
4485,1.4620106568395245e-07
4486,6.745864457823423e-08
4487,1.5502743623977297e-07
4488,2.4020604582683757e-07
4489,3.1799498381534485e-06
4490,1.6331103415832456e-07
4491,9.587057339123098e-08
4492,4.24171869107547e-06
4493,1.3507978600430182e-05
4494,1.561172107973506e-07
4495,2.445728422042117e-07
4496,4.549784179171894e-06
4497,1.5589603835009295e-07
4498,0.0001220303601469137
4499,6.245951143310874e-07
4500,7.098875972793402e-07
4501,2.3348926461879964e-07
4502,3.5464822751966773e-05
4503,3.133293383907435e-07
4504,5.910119468015561e-07
4505,2.702108082415438e-06
4506,1.1061338913574874e-06
4507,3.0782004663391906e-07
4508,6.232880210806336e-07
4509,0.00015927684803184684
4510,9.86587726127848e-07
4511,1.1613138101387297e-05
4512,3.541050221364032e-06
4513,1.561988922502493e-07
4514,0.00019579068132962945
4515,4.5888687763084325e-07
4516,6.567587356549882e-07
4517,5.254808113351888e-07
4518,1.1789939543868246e-07
4519,1.942468709265607e-07
4520,1.0007343352917644e-07
4521,6.696764526155433e-07
4522,5.595919213310736e-07
4523,1.3165112825405147e-06
4524,1.8475439589260498e-07
4525,3.590306058750757e-07
4526,1.0468999688575736e-06
4527,1.2284150636969713e-07
4528,2.1065462837629013e-07
4529,5.79710927417017e-08
4530,1.0217484738711971e-07
4531,1.340995778962669e-07
4532,1.7667564140906083e-07
4533,2.3368678640007824e-07
4534,1.3951810726005022e-07
4535,2.0028797191641532e-07
4536,1.948548975833691e-06
4537,2.5030569238379366e-07
4538,8.67254590685166e-08
4539,2.934835610223984e-07
4540,9.159924030966065e-07
4541,7.626104425458655e-05
4542,1.4501613813605723e-06
4543,1.9090473742429254e-07
4544,1.7683804459334056e-07
4545,5.401646291821248e-07
4546,1.8498438782508133e-07
4547,1.2761674379344993e-07
4548,3.0120950326978045e-07
4549,1.3079036577220796e-07
4550,3.8305223959757576e-07
4551,9.943305696688234e-08
4552,1.3898818605219508e-07
4553,2.2409118327392717e-07
4554,1.281356464251075e-07
4555,3.915077562446635e-06
4556,4.6649378247307086e-07
4557,9.053459192981309e-08
4558,1.1578480523414858e-07
4559,2.692936829756634e-07
4560,0.0032564446413318945
4561,1.0432956839671039e-07
4562,2.1818682371960044e-06
4563,1.3906299440885434e-07
4564,1.0940719555229244e-07
4565,9.800806221523982e-08
4566,1.272306373576895e-07
4567,8.515315001205905e-07
4568,9.538649432653085e-08
4569,1.958180585284169e-07
4570,9.186129836630408e-08
4571,1.6488191830416786e-07
4572,1.920177523994809e-07
4573,4.7212448099355214e-07
4574,9.761086369953773e-08
4575,2.699525255341209e-07
4576,3.840984610387891e-07
4577,2.1942172739198372e-07
4578,1.2944182077882075e-06
4579,5.20173668828085e-07
4580,4.84502292741866e-07
4581,5.456588561245932e-07
4582,1.9260019392741937e-06
4583,3.522157165019378e-07
4584,1.4041806730311828e-06
4585,9.638936785869878e-07
4586,1.8067026635374615e-06
4587,6.096895333903543e-07
4588,1.3272950125578958e-06
4589,1.3407479981625553e-06
4590,4.2956812657588265e-07
4591,6.099517329691831e-07
4592,1.7145659898440732e-06
4593,1.1024663025703411e-06
4594,1.2277792785662335e-05
4595,3.0478671599003486e-06
4596,1.857586760890723e-06
4597,9.190477736532539e-06
4598,1.39752001055256e-07
4599,1.1281409335725661e-07
4600,1.5486096819888642e-07
4601,1.4455528561962275e-06
4602,1.0644611618127844e-07
4603,1.199422521320939e-06
4604,8.483612328864284e-08
4605,2.2448724690416894e-05
4606,7.634909898941398e-07
4607,1.7351096308159312e-07
4608,8.439091526614234e-07
4609,1.1988064400963004e-07
4610,7.276592342217752e-08
4611,1.2719226969857405e-06
4612,4.903567848872034e-08
4613,4.17201799413801e-07
4614,8.159947401763226e-08
4615,6.236915604389942e-06
4616,1.5285177079979017e-07
4617,1.1460328899782323e-07
4618,8.64848302719496e-08
4619,2.297905210704691e-07
4620,2.0761984244111733e-07
4621,2.533476268663272e-07
4622,1.5159954334988045e-07
4623,2.0953242985632677e-07
4624,3.067723874407268e-07
4625,1.4977141469840362e-07
4626,1.482453632855321e-07
4627,6.795509204203102e-08
4628,1.2377590442800777e-07
4629,6.335673346947616e-08
4630,3.014455283112175e-07
4631,2.78985904860348e-07
4632,1.288868485335698e-07
4633,9.720206074595123e-08
4634,1.5132081785492386e-07
4635,1.0709140041943651e-07
4636,2.0818420651017733e-07
4637,1.302733234112886e-07
4638,8.866278064723065e-08
4639,1.4839540150795203e-07
4640,1.5611830673097145e-07
4641,1.0460485063434614e-07
4642,9.133627333214473e-08
4643,5.854213743089416e-08
4644,9.566742723684884e-08
4645,6.761251294208091e-08
4646,4.446980873243178e-08
4647,8.741962245041382e-08
4648,2.940635104800003e-07
4649,1.6685418633738676e-07
4650,1.3109444720212332e-07
4651,1.7700304089668906e-07
4652,4.3751414173537864e-07
4653,3.978152845397597e-07
4654,3.85509287118437e-07
4655,3.9919242437067546e-07
4656,4.240732364718541e-07
4657,6.442063544308214e-07
4658,5.197880758607741e-07
4659,5.349153035483453e-07
4660,4.642681333662845e-07
4661,5.66965706033586e-07
4662,3.6574454435609954e-07
4663,5.068995560230317e-07
4664,1.4023838196203985e-07
4665,2.272638036215105e-07
4666,2.0185352366386307e-07
4667,1.1436543313379486e-06
4668,6.981355751516991e-07
4669,1.7371597195663307e-07
4670,3.6654872413482005e-07
4671,9.628811161173731e-08
4672,5.427260408108508e-07
4673,8.481011702776597e-08
4674,8.112747178165033e-08
4675,6.576753615256251e-08
4676,1.5290642825226258e-07
4677,8.005998476567899e-08
4678,1.7589267720890029e-07
4679,5.591325270904821e-08
4680,4.805649418590849e-08
4681,7.050052379522857e-08
4682,3.053043721664942e-06
4683,1.3656739500560358e-07
4684,2.9989238274353233e-07
4685,1.6191935795721365e-07
4686,3.6123377788710464e-08
4687,1.1918894922774971e-05
4688,5.962983057159412e-08
4689,4.782596651150449e-07
4690,6.044320297712659e-08
4691,1.6792091358671774e-07
4692,1.2032643159850646e-07
4693,3.0646530806433415e-07
4694,1.9979598133407685e-06
4695,1.1634744204889239e-07
4696,3.319163530074502e-07
4697,7.218399696591751e-08
4698,1.1092450100330863e-07
4699,1.2909738247369705e-07
4700,3.0192056549147676e-07
4701,1.2792787483203594e-07
4702,1.8951562682738256e-07
4703,7.479126547488236e-08
4704,1.563581271814407e-07
4705,1.0169137076204145e-07
4706,2.6670849002508874e-08
4707,6.338772936447728e-08
4708,3.425995299776422e-08
4709,6.540548538082757e-08
4710,5.894243196349732e-08
4711,5.147389907578874e-08
4712,1.9256004192573085e-07
4713,7.382126603737035e-08
4714,1.460484170345782e-07
4715,6.16180240550967e-07
4716,2.6779554420360606e-05
4717,1.6390505895689676e-05
4718,1.2522549195989195e-07
4719,1.7212693814765987e-07
4720,9.221681682182925e-08
4721,1.6491377355890277e-07
4722,1.0766995516206342e-05
4723,1.4966032871697962e-07
4724,1.0642943053195763e-06
4725,7.64326993997888e-08
4726,1.0953058261318583e-07
4727,8.293514402157492e-08
4728,6.834830812486768e-08
4729,6.81163825279501e-08
4730,1.4863047137857798e-07
4731,4.5336905518449617e-07
4732,6.974937782697741e-07
4733,3.4667929836086266e-05
4734,2.667829051522893e-07
4735,3.2492452937670487e-07
4736,4.025699992520773e-06
4737,3.1851084677272063e-06
4738,3.442590727378463e-07
4739,5.284661771991291e-07
4740,1.4203878663075782e-06
4741,4.434319595838418e-07
4742,1.1564751968745006e-06
4743,4.336196441840613e-07
4744,4.621548488930096e-07
4745,2.487668827333149e-07
4746,2.712875276997297e-07
4747,3.5699453313135957e-07
4748,3.860311351176357e-07
4749,7.850514376782206e-07
4750,3.388351044875055e-07
4751,1.9389730874228288e-07
4752,1.4800614034499944e-07
4753,1.6780087770294887e-07
4754,2.1859834166058795e-07
4755,1.251781769064854e-07
4756,2.1002232186440133e-07
4757,1.123778348890232e-07
4758,1.4824792636267694e-07
4759,1.2278866539024013e-07
4760,6.790289308960956e-07
4761,2.702373590217012e-07
4762,2.7354616335181245e-07
4763,1.476884878356672e-07
4764,1.512899935331577e-07
4765,1.1695206322282282e-07
4766,8.371257647385188e-08
4767,1.8813190425815238e-07
4768,4.646846048266347e-07
4769,4.974792114217875e-07
4770,2.0428253660042837e-07
4771,4.794605725553374e-07
4772,5.73218552879309e-07
4773,3.157106558027304e-07
4774,2.460350963488444e-07
4775,1.6406194124037766e-07
4776,2.397017365646078e-07
4777,2.826546236742326e-07
4778,2.6283958484157675e-07
4779,1.3690006676564443e-07
4780,1.7596800977598375e-07
4781,1.8719472259522098e-07
4782,1.7158497083820825e-07
4783,2.342489684808753e-07
4784,9.614554920260236e-08
4785,5.80243892050756e-07
4786,1.4608768439655763e-07
4787,4.9523521742898105e-08
4788,2.769642340772235e-07
4789,9.888739495516684e-08
4790,1.2097946347134197e-07
4791,1.1243161085733952e-07
4792,6.306137320615891e-08
4793,1.1742587837407463e-07
4794,9.345342406473387e-08
4795,1.6263295045927135e-07
4796,1.334387735532762e-07
4797,1.057057813276522e-07
4798,7.011894305629628e-08
4799,8.551033624739253e-08
4800,1.289413376626288e-07
4801,1.33537109750308e-07
4802,1.9490437228150866e-07
4803,2.49630676779999e-07
4804,1.8502838958719293e-07
4805,1.4040650619238792e-07
4806,1.4390587901962046e-07
4807,2.9878262040022805e-07
4808,2.1034752426768204e-07
4809,1.7043693863193372e-06
4810,6.928712660978649e-07
4811,8.070451308619504e-07
4812,6.195455988979995e-07
4813,3.957993064512247e-07
4814,5.320145879142265e-07
4815,7.5664876499883e-07
4816,1.0787294482809242e-06
4817,6.172046885672191e-07
4818,4.4737302788872283e-07
4819,6.991997981666138e-07
4820,7.962949018190951e-07
4821,3.549194258068542e-07
4822,2.054752507961833e-07
4823,3.749535577533458e-07
4824,1.6214916198117235e-07
4825,2.410498765226243e-07
4826,3.8584167290969014e-07
4827,2.736109516446684e-07
4828,7.193647460280333e-07
4829,2.3326609799475303e-07
4830,3.8770913493478366e-07
4831,2.70289489479178e-07
4832,1.1026244484075235e-05
4833,6.016146355324459e-07
4834,8.602876310692369e-07
4835,1.2067327945991394e-06
4836,2.991933371387886e-07
4837,4.031244593265334e-07
4838,3.388825933841934e-07
4839,7.128890675040342e-07
4840,9.296822360641031e-07
4841,2.689789983310716e-07
4842,2.9551775213324123e-07
4843,2.5748623928002224e-07
4844,2.5993173678310327e-06
4845,1.045065222313371e-06
4846,4.798275105302841e-07
4847,2.043751140456265e-07
4848,3.662249217083177e-07
4849,5.264889133897545e-07
4850,1.6603288424807406e-06
4851,2.890817832446098e-07
4852,3.759748420010434e-07
4853,6.02706737523302e-07
