time,C.N,EMC.N,HPQ.N,MDT.N,MO.N,NKE.N,PG.N,RTN.N,SO.N,TWX.N,WFC.N
2008-02-01 09:30:00,-0.00019200818108836896,-4.055175685428678e-06,-3.004380962868474e-05,8.08532266170128e-05,1.4290050033003813e-05,-9.900345327752526e-05,1.0365124899128654e-05,3.26754999194141e-06,7.322544603256428e-05,8.041907739024844e-05,4.633674379105654e-05
2008-02-01 09:35:00,0.00016618639126683894,3.528733850522155e-05,7.977771498780656e-05,0.00015119511783402012,3.265980687144001e-05,2.9126413982239673e-06,0.00016928666532491074,-1.7128388694877123e-05,4.32827360065157e-05,0.000437306393075855,-4.5249742428726495e-05
2008-02-01 09:40:00,2.7247196633477318e-05,-1.0804756676948731e-05,-0.00013628642275597725,0.0001668130813959897,2.555820368323443e-05,-9.572387307007724e-05,0.00014831920742821762,7.213857452587195e-06,5.647739956301672e-05,0.00035435559875600636,-0.0002826671966456168
2008-02-01 09:45:00,-4.964879148134204e-05,4.387416631954617e-05,-3.68268290200616e-05,0.00013844541167556506,8.754071982337797e-05,-0.00014461077508347577,9.117776966964521e-05,-3.557666819867964e-05,4.358925728824271e-05,0.0002443150585846034,-0.00026853900652012394
2008-02-01 09:50:00,0.00016019670034648172,0.00013757673814917526,-4.269664658118094e-06,0.00014904887258610213,6.020076405106635e-05,-8.208127620409096e-05,0.00010715699147731942,-2.556920645334586e-05,0.00012786757507325306,0.0003345869888125049,-0.00012159947448733317
2008-02-01 09:55:00,0.00021940813227771746,0.00013327927130899077,-6.304249754815546e-05,0.00013482534340636079,-1.0683224529139873e-05,-0.00012402678042957167,0.00010134963601009989,-2.4818931550587396e-05,2.6512544514956395e-05,0.00017569931549328764,-0.00011978901525867265
2008-02-01 10:00:00,0.0002175540159072706,0.0002036589095516326,-0.00017293586916682498,0.00016379172069047455,8.709288244778606e-07,-0.00012058801244231423,0.00016243260908173828,-5.29773807198836e-05,-1.0794030231974891e-05,0.00012782143830895713,-1.7885158429741893e-05
2008-02-01 10:05:00,0.00038524605460584665,0.00024777956908846456,-2.3404138385469016e-05,0.00022734491258584057,3.9513238403611007e-05,-3.226746537143875e-05,0.0002736738007399964,7.711769104725971e-05,0.00011752697675098898,0.0002681604502946001,6.611039566163665e-05
2008-02-01 10:10:00,0.00031829663699568377,0.0002662804253659712,-8.789546863935975e-05,0.0001643287146968143,-1.5086405344424022e-05,-4.152111647206578e-05,0.00021004016584243106,9.765432485107125e-06,8.590962402723025e-05,0.00017636917720854122,9.978516429920503e-05
2008-02-01 10:15:00,0.000337834979226137,0.00018554581397894375,7.22150494458107e-06,0.00010773233161151592,2.0931138594908157e-05,-4.3110410100622825e-05,0.0002314504712214224,4.772958998937709e-06,5.432610143016074e-05,0.00013183081957943927,0.0001504353965964794
